wikidata_id,name,category,image_url,country,wikipedia_url,sitelinks,latitude,longitude,description
Q118388,Death Valley,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Badwater%20Desolation.jpg,United States,https://en.wikipedia.org/wiki/Death_Valley,79,36.456938888,-116.865280555,"Death Valley (Panamint: Tümpisa [tɨmbiʃa]) is a desert valley in Eastern California, United States, in the northern Mojave Desert, bordering the Great Basin Desert. The World Meteorological Organization lists Death Valley as the site of the hottest surface temperature recorded on Earth.
Death Valley's Badwater Basin is the point of lowest elevation in North America, at 282 feet (86 m) below sea level. It is 84.6 miles (136.2 km) east-southeast of Mount Whitney – the highest point in the contiguous United States, with an elevation of 14,505 feet (4,421 m). On the afternoon hours of July 10, 1913, the United States Weather Bureau recorded a temperature of 134 °F (56.7 °C) at Furnace Creek in Death Valley, which stands as the highest ambient air temperature ever recorded on the surface of the Earth. However, this reading and several others taken in that period are disputed by some modern experts due to observer issues and regional disparities in temperature values. The highest reliable..."
Q184355,Mojave Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Calico%20basin%20red%20rock%20cumulus%20mediocris.jpg,United States,https://en.wikipedia.org/wiki/Mojave_Desert,70,35.008333333,-115.475,"The Mojave Desert ( ; Mohave: Hayikwiir Mat'aar; Spanish: Desierto de Mojave) is a desert in the rain shadow of the southern Sierra Nevada mountains and Transverse Ranges in the Southwestern United States. Named after the indigenous Mohave people, it is located primarily in southeastern California and southwestern Nevada, with small portions extending into Arizona and Utah.
The Mojave Desert, together with the Sonoran, Chihuahuan, and Great Basin deserts, form a larger North American desert. Of these, the Mojave is the smallest and driest. It displays typical basin and range topography, generally having a pattern of a series of parallel mountain ranges and valleys. It is also the site of Death Valley, which is the lowest elevation in North America. The Mojave Desert is often colloquially called the ""high desert"", as most of it lies between 2,000 and 4,000 feet (610 and 1,220 m). It supports a diversity of flora and fauna.
The 54,000-square-mile (140,000 km2) desert supports a number..."
Q189429,Sonoran Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/AguaFriaNM%20%28cropped%29.jpeg,United States,https://en.wikipedia.org/wiki/Sonoran_Desert,67,32.26,-112.926111111,"The Sonoran Desert (Spanish: Desierto de Sonora) is a hot desert and ecoregion in North America that covers parts of the northwestern Mexican states of Sonora, Baja California, and Baja California Sur, as well as part of the Southwestern United States (in Arizona and California). It has an area of 260,000 square kilometers (100,000 sq mi).
In phytogeography, the Sonoran Desert is within the Sonoran floristic province of the Madrean region of southwestern North America, part of the Holarctic realm of the northern Western Hemisphere. The desert contains a variety of unique endemic plants and animals, notably, the saguaro (Carnegiea gigantea) and organ pipe cactus (Stenocereus thurberi).
The Sonoran Desert is clearly distinct from nearby deserts (e.g., the Great Basin, Mojave, and Chihuahuan deserts) because it provides subtropical warmth in winter and two seasons of rainfall (in contrast, for example, to the Mojave's dry summers and cold winters). This creates an extreme contrast betw..."
Q855658,Chihuahuan Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Chihuahuan%20Desert.jpg,United States,https://en.wikipedia.org/wiki/Chihuahuan_Desert,47,30.540555555,-103.837222222,"The Chihuahuan Desert (Spanish: Desierto de Chihuahua, Desierto Chihuahuense) is a desert ecoregion designation covering parts of northern Mexico and the southwestern United States. It occupies much of far West Texas, the middle to lower Rio Grande Valley and the lower Pecos Valley in New Mexico, and a portion of southeastern Arizona, as well as the central and northern portions of the Mexican Plateau. It is bordered on the west by the Sonoran Desert, the Colorado Plateau, and the extensive Sierra Madre Occidental range, along with the northwestern lowlands of the Sierra Madre Oriental range. Its largest, continual expanse is located in Mexico, covering a large portion of the state of Chihuahua, along with portions of Coahuila, north-eastern Durango, the extreme northern part of Zacatecas, and small western portions of Nuevo León. With an area of about 501,896 km2 (193,783 sq mi), it is the largest hot desert in North America. The desert is fairly young, existing for only 8,000 years."
Q273446,Great Basin Desert,deserts,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Basin%20Desert%203%20by%20Earth%27s%20beauty%20site.jpg,United States,https://en.wikipedia.org/wiki/Great_Basin_Desert,38,39.0058,-114.2197,"The Great Basin Desert is part of the Great Basin between the Sierra Nevada and the Wasatch Range in the western United States. The desert is a geographical region that largely overlaps the Great Basin shrub steppe defined by the World Wildlife Fund, and the Central Basin and Range ecoregion defined by the U.S. Environmental Protection Agency and United States Geological Survey. It is a temperate desert with hot, dry summers and snowy winters. The desert spans large portions of Nevada and Utah, and extends into eastern California. The desert is one of the four biologically defined deserts in North America, in addition to the Mojave, Sonoran, and Chihuahuan Deserts.
Basin and range topography characterizes the desert: wide valleys bordered by parallel mountain ranges generally oriented north–south. There are more than 33 peaks within the desert with summits higher than 9,800 feet (3,000 m), but valleys in the region are also high, most with elevations above 3,900 feet (1,200 m). The ..."
Q34221,Niagara Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Niagara%20Falls%20USA%20Canada%20from%20Skylon%20Tower%20on%202002-05-28%2C%20full%20size.jpg,United States,https://en.wikipedia.org/wiki/Niagara_Falls,268,43.08,-79.071,"Niagara Falls is a group of three waterfalls at the southern end of Niagara Gorge, spanning the border between the Canadian province of Ontario and the U.S. state of New York. The largest of the three is Horseshoe Falls, which straddles the international border of the two countries. It is also known as the Canadian Falls. The smaller American Falls and Bridal Veil Falls lie within the United States. 
Formed by the Niagara River, which drains Lake Erie into Lake Ontario, the combined falls have the highest flow rate of any waterfall in North America that has a vertical drop of more than 50 m (164 ft). During peak daytime tourist hours, more than 168,000 m3 (5.9 million ft3) of water goes over the crest of the falls every minute. 
Bridal Veil Falls is separated from Horseshoe Falls by Goat Island and from American Falls by Luna Island, with both islands situated in New York. Horseshoe Falls is the most powerful waterfall in North America, as measured by flow rate. Niagara Falls is fam..."
Q491677,Yosemite Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Yosemite%20falls%20winter%202010.JPG,United States,https://en.wikipedia.org/wiki/Yosemite_Falls,40,37.755018,-119.597297,"Yosemite Falls is the highest waterfall in Yosemite National Park, dropping a total of 2,425 feet (739 m) from the top of the upper fall to the base of the lower fall.  Located in the Sierra Nevada of California, it is a major attraction in the park, especially in late spring when the water flow is at its peak."
Q37319,Multnomah Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Multnomah%20Falls%20on%202%20August%202012.jpg,United States,https://en.wikipedia.org/wiki/Multnomah_Falls,24,45.57595,-122.115361111,"Multnomah Falls is a waterfall located on Multnomah Creek in the Columbia River Gorge, east of Troutdale, between Corbett and Dodson, Oregon, United States. The waterfall is accessible from the Historic Columbia River Highway and Interstate 84. Spanning two tiers on basalt cliffs, it is the tallest waterfall in the state of Oregon at 620 ft (189 m) in height.  The Multnomah Creek Bridge, built in 1914, crosses below the falls, and is listed on the National Register of Historic Places.
The land surrounding the falls was developed by Simon Benson in the early-twentieth century, with a pathway, viewing bridge, and adjacent lodge being constructed in 1925. The Multnomah Falls Lodge and the surrounding footpaths at the falls were added to the National Register of Historic Places in 1981. Contemporarily, the state of Oregon maintains a switchback trail that ascends to a talus slope 100 feet (30 m) above the falls, and descends to an observation deck that overlooks the falls' edge. The fal..."
Q37385,Horsetail Fall,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/2007-02-16%20-%20Horsetail%20Fall%20%28Yosemite%29.jpg,United States,https://en.wikipedia.org/wiki/Horsetail_Fall_(Yosemite),22,37.7291,-119.628,"Horsetail Fall, located in Yosemite National Park in California, is a seasonal waterfall that flows in the winter and early spring. The fall occurs on the east side of El Capitan. If Horsetail Fall is flowing in February and the weather conditions are just right, the setting sun illuminates the waterfall, making it glow orange and red. This natural phenomenon is often referred to as the ""Firefall"", a name that pays homage to Yosemite Firefall, the manmade event that once took place in Yosemite."
Q38305,Oloʻupena Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Molokai%20Waterfall.jpg,United States,https://en.wikipedia.org/wiki/Olo%CA%BBupena_Falls,19,21.164722222,-156.859444444,"Oloʻupena Falls is a waterfall located in the north-eastern part of Hawaiian Island of Molokai, and at 2,953 feet (900 meters) is unofficially cited as the fourth highest waterfall in the world, and the highest in the United States.
The falls occur where a short, seasonal stream spills over the edge of one of the tallest sea-side cliffs of the world, located between the Pelekunu and Wailau valleys. They have eroded a groove in the cliff-face and can be observed only from the ocean or air."
Q1373778,Horseshoe Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Niagara%20Falls%206%20db.jpg,United States,https://en.wikipedia.org/wiki/Horseshoe_Falls,18,43.077305,-79.07562,"Horseshoe Falls is the largest of the three waterfalls that collectively form Niagara Falls on the Niagara River along the Canada–United States border. Approximately 90% of the Niagara River, after around half the water (75% at night and in winter) is diverted for hydropower generation, flows over Horseshoe Falls. The remaining 10% flows over American Falls and Bridal Veil Falls. It is located between Terrapin Point on Goat Island in the US state of New York, and Table Rock in the Canadian province of Ontario. These falls are also referred to as the Canadian Falls."
Q38402,Dry Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Dry%20Falls.jpg,United States,https://en.wikipedia.org/wiki/Dry_Falls,18,47.605725,-119.353644,"Dry Falls is a 3.5-mile-long (5.6 km) scalloped precipice with four major alcoves, in central Washington scablands. This cataract complex is on the opposite side of the Upper Grand Coulee from the Columbia River, and at the head of the Lower Grand Coulee, northern end of Lenore Canyon. According to the current geological model, catastrophic flooding channeled water at 65 miles per hour (105 kph) through the Upper Grand Coulee and over this 400-foot (120 m) rock face at the end of the last glaciation. It is estimated that the falls were five times the width of Niagara Falls, with ten times the flow of all the current rivers in the world combined.
Nearly twenty thousand years ago, as glaciers moved south through North America, an ice sheet dammed the Clark Fork River near Sandpoint, Idaho. Consequently, a significant portion of western Montana flooded, forming the gigantic Lake Missoula. About the same time, Glacial Lake Columbia was formed on the ice-dammed Columbia River behind the ..."
Q37957,Alamere Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/AlamereFalls.JPG,United States,https://en.wikipedia.org/wiki/Alamere_Falls,18,37.953611111,-122.783333333,"Alamere Falls is a coastal waterfall in Point Reyes National Seashore, Marin County, California; it flows directly into the ocean. It is one of only two coastal waterfalls in California, the other being McWay Falls.
Alamere Falls tumbles over fragile shale cliffs at Alamere Creek Beach. Upstream of the main Alamere Falls is the upper Alamere Falls, consisting of three separate cascades. Together, these cascades are approximately 20–30 feet (6–9 m) in height. All of these waterfalls are fed by Alamere Creek.
Alamere Falls can be reached by following the Coast Trail from the Palomarin Trailhead at the end of Mesa Road out of Bolinas, California. After 2.5 mi (4.0 km), the trail passes two small lakes (Bass Lake and Pelican Lake). Bass Lake can be accessed by a side trail that leads to a rope swing, and hikers often stop for a swim during summer months. From the Palomarin Trailhead, the hike is 3.8 mi (6.1 km), one-way, to the top of the falls. To reach the bottom of the falls, the Nat..."
Q1752963,Saint Anthony Falls,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Anthony%20Falls%20aerial.jpg,United States,https://en.wikipedia.org/wiki/Saint_Anthony_Falls,17,44.981666666,-93.258611111,"Saint Anthony Falls, or the Falls of Saint Anthony (Dakota: Owámniyomni, lit. 'whirlpool'), located at the northeastern edge of downtown Minneapolis, Minnesota, was the only natural major waterfall on the Mississippi River. Throughout the mid-to-late 1800s, various dams were built atop the east and west faces of the falls to support the milling industry that spurred the growth of the city of Minneapolis. In 1880, the central face of the falls was reinforced with a sloping timber apron to stop the upstream erosion of the falls. In the 1950s, the apron was rebuilt with concrete, which makes up the most visible portion of the falls today. A series of locks were constructed in the 1950s and 1960s to extend navigation to points upstream.
The falls were renamed from their Dakota title in 1680 by Father Louis Hennepin after his patron saint, St. Anthony of Padua. The towns of St. Anthony and Minneapolis, which had developed on the east and west sides of the falls, respectively, merged in 1..."
Q38586,Nevada Fall,waterfalls,http://commons.wikimedia.org/wiki/Special:FilePath/Vernall%20Nevada%20Falls.JPG,United States,https://en.wikipedia.org/wiki/Nevada_Fall,17,37.725277777,-119.532777777,"Nevada Fall is a 594-foot-high (181 m) waterfall on the Merced River in Yosemite National Park, California. It is located below the granite dome, Liberty Cap, at the west end of Little Yosemite Valley. The waterfall is widely recognized by its ""bent"" shape, in which the water free-falls for roughly the first third of its length to a steep slick-rock slope. This mid-fall impact of the water on the cliff face creates a turbulent, whitewater appearance in the fall and produces a great deal of mist which covers a wide radius, which led to its current name (Nevada is a Spanish word meaning ""snowy"").
The Indian name was Yo-wy-we, signifying the twist or squirm of the falling water. Lafayette Bunnell suggested the name ""Nevada"" for the waterfall. He wrote, ""The Nevada Fall was so called because it was the nearest to the Sierra Nevada, and because the name was sufficiently indicative of a wintry companion for our spring (Vernal Fall)... The white, foaming water, as it dashed down Yo-wy-we f..."
Q617835,Malaspina Glacier,glaciers,http://commons.wikimedia.org/wiki/Special:FilePath/Malaspina%20Glacier%20from%20space.jpg,United States,https://en.wikipedia.org/wiki/Malaspina_Glacier,32,59.9192,-140.533,"The Malaspina Glacier (Tlingit: Sít’ Tlein) in southeastern Alaska is the largest piedmont glacier in the world. Situated at the head of the Alaska Panhandle, it is about 65 km (40 mi) wide and 45 km (28 mi) long, with an area of some 3,900 km2 (1,500 sq mi), approximately the same size as the state of Rhode Island."
Q610535,Nabesna Glacier,glaciers,http://commons.wikimedia.org/wiki/Special:FilePath/MtBlackburn-AtnaPeaks-ParkaPeak.jpg,United States,https://en.wikipedia.org/wiki/Nabesna_Glacier,26,61.933333333,-143.090555555,"Nabesna Glacier is a glacier in the U.S. state of Alaska. Fed by deep snowfall in the Wrangell Mountains, the 53 mile (85 km) long  Nabesna is the longest valley glacier in North America and the world's longest interior valley glacier.
The glacier flows from an extensive icefield which covers the northern flanks of 14,163 feet (4,317 m) Mount Wrangell, a large shield volcano. It heads initially east past other volcanic peaks including Mount Blackburn and Atna Peaks and then turns north to its terminus near 3,000 ft (900 m) elevation, about 15 mi (24 km) south of the old mining settlement of Nabesna at the end of the Nabesna Road. The vast expanse and length of the Nabesna is fed by approximately 40 tributary glaciers. Melting ice at its terminus forms the Nabesna River, which flows northward through Tetlin National Wildlife Refuge and into the Tanana River."
Q833807,Columbia Glacier,glaciers,http://commons.wikimedia.org/wiki/Special:FilePath/Columbia%20Glacier%20%28Alaska%29%20by%20Sentinel-2.jpg,United States,https://en.wikipedia.org/wiki/Columbia_Glacier_(Alaska),20,61.2197,-146.895,"The Columbia Glacier, a glacier in Prince William Sound on the south coast of the U.S. state of Alaska, is one of the fastest moving glaciers in the world, and has been retreating since the early 1980s.  It was named after Columbia University, one of several glaciers in the area named for elite U.S. colleges by the Harriman Alaska Expedition in 1899. The head of the main branch of the glacier originates at the saddle between Mount Witherspoon and Mount Einstein.
The Alaska Marine Highway vessel M/V Columbia is named after the Columbia Glacier."
Q1529680,Muir Glacier,glaciers,http://commons.wikimedia.org/wiki/Special:FilePath/Morse%20Muir%20Glaciers%201994.jpg,United States,https://en.wikipedia.org/wiki/Muir_Glacier,18,59.2059482,-136.4444768,"Muir Glacier is a glacier in Glacier Bay National Park and Preserve in the U.S. state of Alaska. It is currently about 0.7 km (0.43 mi) wide at the terminus.  As recently as the mid-1980s the glacier was a tidewater glacier and calved icebergs from a wall of ice 90 m (200 feet) tall.
The glacier is named after Scottish-born naturalist John Muir, who traveled around the area and wrote about it, generating interest in the local environment and in its preservation. His first two visits were in 1879 (at age 41) and 1880. During the visits, he sent an account of his visits in installments to the San Francisco Bulletin. Later, he collected and edited these installments in a book, Travels in Alaska, published in 1915, the year after he died."
Q1632936,Hubbard Glacier,glaciers,http://commons.wikimedia.org/wiki/Special:FilePath/Hubbard%20Glacier%20%285%29.jpg,United States,https://en.wikipedia.org/wiki/Hubbard_Glacier,17,60.313888888,-139.370833333,"Hubbard Glacier (Lingít: Sít' Tlein) is a glacier located in Wrangell–St. Elias National Park and Preserve in eastern Alaska and Kluane National Park and Reserve in Yukon, Canada, and named after Gardiner Hubbard."
Q351,Yellowstone National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Prismatic%20Spring%202013.jpg,United States,https://en.wikipedia.org/wiki/Yellowstone_National_Park,230,44.6,-110.5,"Yellowstone National Park is a national park of the United States located in the northwest corner of the state of Wyoming, with small portions extending into Montana and Idaho. It was established by the 42nd U.S. Congress through the Yellowstone National Park Protection Act and signed into law by President Ulysses S. Grant on March 1, 1872. Yellowstone was the first national park in the US, and is also widely understood to be the first national park in the world. The park is known for its wildlife and its many geothermal features, especially the Old Faithful geyser, one of its most popular. While it represents many types of biomes, subalpine forest is the most abundant. It is part of the South Central Rockies forests ecoregion.
While Native Americans have lived in the Yellowstone region for at least 11,000 years, aside from visits by mountain men during the early-to-mid-19th century, organized exploration did not begin until the late 1860s. Management and control of the park origina..."
Q180402,Yosemite National Park,national_parks,http://commons.wikimedia.org/wiki/Special:FilePath/Half%20Dome%20with%20Eastern%20Yosemite%20Valley%20%2850MP%29.jpg,United States,https://en.wikipedia.org/wiki/Yosemite_National_Park,174,37.7425,-119.5375,"Yosemite National Park ( yoh-SEM-ih-tee) is a national park of the United States in California. It is bordered on the southeast by the Sierra National Forest and on the northwest by Stanislaus National Forest. The park is managed by the National Park Service and covers 1,187 mi2 (3,070 km2) in four counties – centered in Tuolumne and Mariposa, extending north and east to Mono and south to Madera. Designated a World Heritage Site in 1984, Yosemite is internationally recognized for its granite cliffs, waterfalls, clear streams, groves of giant sequoia, lakes, mountains, meadows, glaciers, and biological diversity. Almost 95 percent of the park is designated wilderness. Yosemite is one of the largest and least fragmented habitat blocks in the Sierra Nevada mountain range.
Its geology is characterized by granite and remnants of older rock. About 10 million years ago, the Sierra Nevada was uplifted and tilted to form its unique slopes, which increased the steepness of stream and river be..."
